shot,target_id,target_label,L0,Lm,Lnm,delta_m,delta_nm,tau,embedding_model,prefix_ratio,sample_count_limit,cache_path
7,3b516f4361e31658b8cfe9cd0701ce70b51379f274a1406f386ad21e7e59593c,1,-55.5219319454,-50.903140737,-54.3539416264,4.61879120844,1.16799031899,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,cec3b6fb451685da0996c9fb04fbabcd012f8eebbd9ed8d24c30388b270106fc,0,-55.22698712,-56.6056190264,-51.1441172079,-1.37863190639,4.08286991212,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,6ec033b6730c4e1939b069ad45369d379c0fb82b7da649e8bfccf28b740c022f,1,-62.4374659736,-57.9497263001,-62.7655925022,4.48773967354,-0.328126528596,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,c2cf5d2986f00984f8888ce361794cfdcee416b5405e4c3a57a407de67beefda,0,-49.342882292,-49.5888286757,-48.4770040392,-0.245946383654,0.865878252853,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,8272f92aa993eb54ae8944e74f4333815f9dd53677f7241d2bc046e5204919b7,1,-52.8274617947,-43.2471734751,-47.4109304041,9.58028831956,5.41653139054,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,2a0b32085bc1d66af8e30fde2b377a9490734af15e5e30bb8da4f5c36cb141bd,0,-43.4824426026,-44.2206606681,-41.8176028635,-0.738218065491,1.66483973912,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,526e9a58362353908084b387608f000d55bcb152c4b6323f9438b0f50d95bb04,1,-45.4455499786,-47.1811856679,-44.7428996934,-1.7356356893,0.702650285183,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,f898f67465328d33f968f2e077fa6c133e7f526f124e875761b1b9ec9fc87cf3,0,-44.8892945142,-41.370936361,-39.7982377886,3.51835815321,5.09105672565,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,4bff9a220d81d8b8e42a8f54ed790463fa8b543b46ba8f1b8ecad2c3ed59cdad,1,-50.1986053814,-44.344553908,-49.1115516478,5.8540514734,1.08705373361,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,53e83f8c942a2267795bc2277ef9e655dd84f5b99252b0067224c6b82eaabc90,0,-61.0534126894,-63.1248322534,-58.0626290373,-2.071419564,2.99078365206,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,075981c2aa8ab153b766b4af8a5ecaf630c1b8539550a161ae6b5c06d00f2830,1,-53.8767543801,-46.6707457224,-51.5023421677,7.20600865765,2.37441221237,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,6cd8ecaea890532a5d642a837edcb4f2014604a41a8b32ed2e6f8f22c5c992e4,0,-34.6276407153,-37.9733990817,-30.7466883148,-3.34575836646,3.8809524005,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,3c217a07b1812632e141681b6d3a3fe9808d4d19ffa5fe3b6ff948e8f751ddcc,1,-59.0670104623,-57.2103258533,-62.2145821268,1.85668460903,-3.14757166447,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,0333279cdf49a4e1bbd13545b1a0d0415bae1d62580ee2393515adace55a329f,0,-43.5504684458,-46.9233636334,-40.8137009433,-3.37289518768,2.73676750243,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,7dcf6b9a8e4ab695b8d7cc3a94f3d9d7fc2540a06d95d370f6a43a4e33c05fa1,1,-56.9653453693,-52.4892902427,-52.9332111283,4.47605512663,4.03213424103,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,6fd39de6880ba50ec4e17368d365a119a19666fe457bd5a75064e319695cf77a,0,-44.9637827302,-38.7410264723,-39.3779530904,6.22275625783,5.58582963975,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,5fc36b7595212e825d97f76adda777f9ab64c235f7bdda4ecf05448779e79625,1,-61.3548121847,-55.7589932289,-57.0218538782,5.59581895581,4.33295830649,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,3c5ee55f4b6a4686ed8ae0b59d363979e3afd9e833f85736535495ea5d0b59a9,0,-65.0036134086,-63.547411148,-62.0397606659,1.45620226052,2.96385274269,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,c0d4bd6aa3abc230be6213c8bc44fdd7447586e38dfb1ffce162735d44c82ecc,1,-43.1647676585,-39.5082265333,-45.0741197425,3.65654112527,-1.90935208394,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,02d625bd775469eaee858c9f5579d5edc619f44a8ed1f12e2e6d2203bae21521,0,-41.8706153585,-39.9577155588,-41.6022806876,1.9128997997,0.268334670901,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,5fe246b16e229f6c12d76144ed84e18fba864b46453bdf423bdfb7417c969302,1,-49.0953856648,-46.2186685262,-48.001830224,2.87671713862,1.09355544078,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,d50a1c130f72032f7416c320fb2d92a6750a986e6ff1bc02544cc828d0456228,0,-60.8391777027,-57.7147590128,-52.5970532023,3.12441868994,8.24212450043,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,a4e113bdd448186a6632122b0bf5d75a00679692b6225ece05dcc1eb461e7fa7,1,-50.0203925397,-47.7533113637,-49.471576169,2.26708117598,0.54881637072,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,8d042f67e35bc3b099314bb1a492fb719a5f607f1673c417fa4362219cbfa8c5,0,-38.9833801672,-43.9498885599,-40.3688413535,-4.96650839271,-1.38546118628,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,e0376a9397a969aa334c9c5260ed67a9b3436cc3bde8c4b622aaa98fd28a1205,1,-51.9100793464,-50.0501375305,-51.1758004711,1.85994181595,0.734278875339,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,1d5c5e55ef66432f524cc3cb2a23fd5178b568c6f52b79142e0f3107ae8b98be,0,-67.1180946251,-64.1407480409,-62.4192361111,2.97734658417,4.69885851392,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,c4eab157d3995420b39a3ad477eb037c858c563346be1b4d4738043f15e85e04,1,-54.7120114483,-44.5073117359,-52.930829824,10.2046997124,1.78118162426,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,9752f23cecde6a76bb016b5d3d4379879955494296812b0187e98e6b8128b685,0,-58.0548101495,-48.9050065613,-46.7127474231,9.14980358819,11.3420627264,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,6ceb0e1a1cf15c16af9375c668906cb812a5a4e5c9b460d175a2eb1d84fcfe26,1,-49.0032449503,-47.894032806,-48.0765236673,1.10921214426,0.926721283005,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,43194bba44deda90ed6a05863e98d23b41322eb08b5f5c2f1eb104475d6d2550,0,-48.2811658728,-44.1655884406,-42.7437007383,4.11557743215,5.53746513449,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,afb17f8d53553693a45fbf7b8f34d638d9accfb6b4aaabf0c2b2e4baaed80a11,1,-64.8456749889,-59.9365959156,-63.4698511336,4.9090790733,1.37582385527,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,9de2c70ec387cdec9516092332f7de9bcbcd97ed063f47475c30932f70601ad2,0,-52.7166051696,-48.3115131528,-52.1698752963,4.40509201672,0.54672987328,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,9375b0561843dd38148856f31ff94e85bbd94af93b4029bd376ad6800dd59245,1,-39.5059514971,-41.0090600252,-48.6636447802,-1.50310852809,-9.15769328307,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,7dea80f342fddb1b042bae37f3d92dc68cbcf894ed3208a36a1a75402e682c29,0,-57.7002980247,-54.5351717582,-51.5263517119,3.16512626644,6.17394631282,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,b9f1fd871df1dc13937cc5e681992660f261a48c85255166b587b8db36b35179,1,-56.4137295384,-53.6553795795,-51.1657237213,2.75834995891,5.24800581709,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,e68fe1e4fe97a3b6ec8255a8de8dd806f9a040f2ccc876b6ff2a20180b639557,0,-58.9201110327,-56.2017095526,-51.6369719595,2.71840148013,7.2831390732,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,ad83aadc145c551e90c118dff8ddd684b6bc37e9c44b6063e535bd5f5381bf5b,1,-68.2529370834,-67.7237518749,-66.7630745727,0.529185208542,1.48986251075,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,205574de7698cd23eb1fb1709c3472f88d1006a13c525e4509e2e326edfbc840,0,-54.7516605353,-52.3921906756,-48.6547665521,2.35946985976,6.09689398327,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,66301e36a9ddf646dd7dd5ae347520ca711cfc1938aba002b5f75b3dfa9d5437,1,-43.1339706747,-39.8740044152,-43.2100605739,3.25996625951,-0.0760898992375,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,61b8fe81d3ef36ddae8c5819e9c5d5b3ff6dca7913849582fe8650f762e9a5e4,0,-40.3291499305,-40.9813915212,-38.7083375958,-0.652241590739,1.62081233463,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,b62228d694bd8d2be9a683788d94d036525a7e191a278e6fefd023e639f12d43,1,-48.6034451271,-44.0463653143,-44.3938682166,4.55707981287,4.20957691051,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,21759d838afb5a9079d579fbb1a6a78a4befacb507adc3e6f436c12df2aeb561,0,-47.1394653279,-48.6397567939,-43.6091051925,-1.50029146594,3.53036013541,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,6549dd01e8a07fc3aaf6a2ceb77beeb0ac70ad8636826224638c79c6c7f9aaee,1,-27.8836274801,-25.6556877232,-30.7372179981,2.22793975688,-2.85359051799,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,47f349d68f2ba548185cc7c635bf033e16b8f152063ca3a06e5552b637bc5d8b,0,-38.0274058644,-40.5965433981,-38.1225565159,-2.56913753371,-0.0951506515147,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,73dd8729a6b1bb8e371d5deed4b520c6b217d3351052c4d92854ac0c3769a5d6,1,-52.3121440224,-55.3280633885,-56.6250077897,-3.01591936614,-4.31286376739,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,ed0b8f6df6e708d390e724ecec15a54a690b30dff4265b379c35908f0fd93c88,0,-58.978122444,-61.0648629572,-59.8780654073,-2.08674051321,-0.899942963378,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,139dab6696daac850f0852fd5325986fe1237328c64909ceeef99207c64d9f9e,1,-52.3201336098,-51.9704159939,-55.0792135384,0.349717615835,-2.75907992861,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,77269bb90bf5fe7846dd1d9da1a932e65cb06179dd07b170e80e7a6dee71c672,0,-66.9517321528,-63.7849129024,-58.3023275449,3.16681925042,8.6494046079,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,8ede864afd02b2c1d3c05f872ba2cd31755f5ec7fb3b23c7cb3952e87aab556f,1,-68.3293621876,-64.2586692571,-67.0810657973,4.07069293052,1.24829639034,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,62e882e2a332ef14473650d44cb2d2b7b160ec0bd13ac90f11938bee7490e2bc,0,-70.1953146447,-70.4630731244,-70.9427727612,-0.267758479712,-0.747458116496,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,c5386d0efb188305abcece59e6d3c231667c7e5896adf18cb1deecc69081d1a1,1,-60.5294481309,-57.1858987747,-68.2982296185,3.34354935621,-7.76878148764,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,ecf154bb3af057f3ee7edd15dcec28d2404adfb6e3e5dcbf4c990984d1155f62,0,-61.7117259241,-60.6686403933,-59.9452133768,1.04308553079,1.76651254736,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,3b6b4206886fd49506969425e0fdd57daa487c58af23aa076af4139d1dee6a0b,1,-49.2703080653,-42.3910066941,-51.5840540506,6.87930137129,-2.31374598527,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,c1b7e8ae5cb908484398c4a8b4cdc4ff58a6b39684bde552d6e2222f4f73d8d2,0,-63.5735239387,-63.5093146685,-62.7043477763,0.0642092701644,0.869176162398,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,5d4ede4385f667f5fb49513cd6c2b0b0aeef634ea6e5ba546df2a973bf6b91cf,1,-50.9400979806,-48.3477031212,-49.5463266359,2.59239485938,1.39377134466,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,b152cd4b7c0b3313e053de02ad37ede0e7a82186ae7f42a585687b0aa31e0b4a,0,-65.5882856884,-63.3876629684,-60.5711466955,2.20062271999,5.01713899295,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,fe1345ab65025ffba669ece328d11964a8206786e196dc978b920e0992c3336f,1,-49.0648537554,-46.6124895737,-50.3100948479,2.4523641817,-1.24524109247,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,6407393029d2f59428380f66196f9b71caf4e2050fbd6f8ec51e696db4e351dc,0,-55.287607216,-55.800735288,-49.4409980622,-0.513128072017,5.84660915378,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,a4037ad36e697cba6d9769fafa14731ea8f280ee26e7060e4193f66208d9e233,1,-60.5327560683,-57.9979922921,-61.9663856785,2.53476377629,-1.43362961016,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,b062154aea032baa356d6b042fffb918f34f5b5acd853ef97ce375c01df1d5a8,0,-40.5668549649,-40.6596259731,-42.7791793121,-0.0927710082726,-2.21232434727,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,574ae712445785c140a11d2a4543dc64f67bcf8077fa05df437bf719851aaed6,1,-49.9539933538,-43.2923429582,-47.561633155,6.66165039566,2.39236019877,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,6f47860f61a49fbfbd74391d9e1721a85d18fc343f0bf89d0cd68d0446a27e3c,0,-59.7567142167,-54.6710655204,-52.4355855642,5.0856486963,7.32112865248,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,974136cca25c2741fd30de27daf2da59fdc5d2bad2c65a947d988d60b7cdd68d,1,-48.7736221442,-48.77881268,-53.1091559936,-0.00519053581273,-4.33553384937,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,2adf67f210ececb7bffa27bd80945546067ee26b625f324d5505e796a81ea13d,0,-55.8301789962,-52.7500744427,-49.1349783283,3.08010455349,6.69520066797,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,689729af74ed2c7ef9708b671bbe82518644db790ba15f50ef93ec819aabcd9a,1,-59.4764663087,-55.174862002,-60.0128148989,4.30160430667,-0.53634859021,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,a85671f12c3bb4cc2b0f7eb63dcf7560539fccdd558bcc6698038cd85b36b885,0,-70.8534006349,-66.468634962,-66.2843423164,4.3847656729,4.56905831852,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,9c1857736bd728a86d70accf3e569c446486ff4c18ed01d8ec16114cc9b11591,1,-57.4665737124,-56.9905605385,-56.7233355832,0.476013173907,0.743238129185,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,b1d6ad47ce7654e99a71b1419e2e21137e654dee68a46114da37b681de87050a,0,-52.6581035014,-52.6205013905,-45.9621688705,0.0376021108986,6.69593463084,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,bff91f567d1ea037e1bba06439622a580b4ac71ab66b06455852d7f3b50f790a,1,-43.2597803649,-44.7681544878,-44.025897002,-1.50837412288,-0.76611663708,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,314d27a92ea9b73d0ef8ec22ad94b8555a326ab89151c083d77c37b0816a6d2a,0,-51.7692320335,-55.2081510581,-54.9087497661,-3.4389190246,-3.13951773258,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,d06534e90be4c3838d40d1c5a1adfc5f00826a702620acecaa7aa485f991963e,1,-48.0004132758,-49.7800021583,-48.7951927867,-1.77958888249,-0.79477951089,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,c41674a7dd1ca963f85e5ea094202d897937ee0d04f7f4ae7424c3f31c306c15,0,-60.6980790622,-58.1926664321,-57.4766626981,2.50541263009,3.22141636404,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,7708112e33294a6e983a1db697ed87ea0ceeb5e72d73de9ae6aae194940920cf,1,-66.451239697,-61.0998084394,-65.7142361614,5.35143125758,0.737003535576,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,ea9557d7aff19c4289802f68450f743bc9e3ef91dd7d174b983dd8232b672c3e,0,-30.8452121571,-37.2784609852,-40.2388251537,-6.43324882805,-9.39361299662,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,e05bcf0ecb8b8d824a22440c8dff5f6bb671e03de6c7d0298f637feaa1ee0454,1,-53.6862147092,-52.1419406558,-54.2066833554,1.54427405347,-0.52046864619,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,d6cd404b6a1b746a3f6a64d50d67e5128267d71b0da41da20ccfd62b1368025e,0,-46.8335933527,-46.9435651913,-49.8248682609,-0.10997183867,-2.99127490823,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,674bbdb10625bc20c4792c2d9542c5c549cc06e06f122ffbb4cac77263099787,1,-22.1486450729,-26.8131741271,-34.4284385949,-4.66452905422,-12.279793522,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,75e9afd86d8b50669fd11fa12a00000a4f51aaf9407565eb21ee300454614ed1,0,-59.0917641289,-54.6579123843,-51.9895225415,4.43385174454,7.10224158736,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,aa788d3aac91d711633a6153e006e4bdbe7bd6bbeae43c173d018c05d30189ca,1,-59.3648905921,-57.9479588936,-58.0655412183,1.41693169851,1.29934937383,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,f5104c374d3786da897b35eae3556c489305ad55be189e2a04e1823739c8e3de,0,-60.9095242637,-58.5349967643,-59.5251354357,2.37452749946,1.38438882801,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,39697881e83ad702228acbc5c77d76d29976176e2c019bf7e4da53df8cef66b7,1,-43.3694627878,-43.0937396313,-44.6088886268,0.275723156506,-1.23942583903,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,3005247bd37cca3c72a8f6c9da2981fa23e7355aa63898108509dc2d059764f3,0,-57.3949315104,-58.2396335545,-57.8380645922,-0.844702044095,-0.443133081761,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,07b14100a5c6006db59b6aa6658bf7a00df797a52052b674d3af4220ff64ac94,1,-52.1778279431,-52.7897230498,-56.6500475899,-0.611895106638,-4.47221964681,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,5acec149ac9fce0362daf22f9e7cb6c630a44bb61ddabcfe17253ff41777595e,0,-56.2772732336,-57.6298154531,-46.4171926464,-1.35254221943,9.8600805872,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,aa4c72c5df20baa9288b3f2f3f5b0f09052f279392b270481c69dcd0ec2039e1,1,-43.037816553,-46.0488382219,-43.8255288796,-3.0110216689,-0.787712326664,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,e69b0b7cebc17153206431e2f1f81ce898d08083900ab742785bf378ff5e4cc6,0,-40.3702306911,-35.1281526049,-32.1120750993,5.24207808614,8.25815559181,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,22a82191c23aac01b5facedf6c47d29792be7cd1564289d236b769ec61304c63,1,-50.224923259,-46.294840236,-49.679984316,3.93008302302,0.544938943021,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,9a71051eae676f786ace56a765f7aa1d36ddf9e3169ca73e649cff0df57102e3,0,-62.3729829751,-60.2617948807,-56.5631688626,2.11118809442,5.80981411256,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,23c7d006dc4f9da17b72f60edfca4d16f7828194115c8200c5946fb9b4a08afa,1,-64.416138918,-55.6408889617,-56.2117120741,8.77524995629,8.20442684389,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,5d50cade52780e24b6af6dadfcfe07ea6bda1cae690dd571a04add222d99e3ef,0,-72.9213176247,-68.3744242225,-66.956104594,4.54689340229,5.96521303074,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,519422a874723528a62050ecad9e98e3c2bbc86e5a85e1b6e228d4a18eb9d857,1,-58.4757237151,-56.9317581179,-59.5446673926,1.54396559723,-1.0689436775,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,51b62b6ea096445b60179ee53ebaa49e2c5655dce224bdb2620c95d3766528a0,0,-68.0407332748,-70.5270990107,-63.8859125429,-2.48636573598,4.15482073184,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,42cb7e96e2ac664334d61dbb735821056100f0c8f75ecf705a6dd602bf3daa4b,1,-50.4031039052,-49.3324431138,-50.4840568594,1.07066079136,-0.080952954297,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
