shot,target_id,target_label,L0,Lm,Lnm,delta_m,delta_nm,tau,embedding_model,prefix_ratio,sample_count_limit,cache_path
7,74d559bdf71464efee90c831773e87b8c974881d145a0f903e5e10a610d9fbe2,1,-65.1994608284,-59.4864729005,-58.2222231752,5.71298792795,6.97723765316,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,be81893cd1a124204aa42c8dbd097da6dab25b652c915a6f9c3038d4a03f2e9f,0,-67.5238007829,-66.2843069728,-65.3243642067,1.23949381015,2.19943657626,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,fea0cf2067f03555dbe16e6062319c4c9c5f322aeb06d6b90dc81772020a7ff6,1,-47.7575423076,-46.2000920384,-45.5677742549,1.55745026916,2.18976805266,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,bb539aa08a2107aa4af255b001f638cfcbbdc598f3818a3f0bea2eae580e116a,0,-64.4339092821,-68.6753693979,-61.4801284317,-4.24146011589,2.95378085035,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,e8291fa3caba182adbdd8620f0940786388457100b2d820d9427451bf67acd4d,1,-78.239368241,-75.2667948336,-77.2607890211,2.9725734074,0.978579219812,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,fe77f8f9b60d7993fdba04b24344362f161bfee01e57e11fa2f1c88795edb97e,0,-59.5224637108,-54.9465773156,-53.5557601405,4.57588639521,5.96670357032,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,2a83dc0c50992db6070991de35b92fb48ec503bcff01f38b1b2e5ed8205aee4a,1,-50.19710288,-44.2267314424,-46.9488394997,5.97037143763,3.24826338028,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,faf49763064ef6f0cf74a8dd4ff00657396ec66b42b5bef5e9d07fbc2904a2e6,0,-41.9731415517,-49.3832817929,-44.0322822241,-7.41014024123,-2.05914067243,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,e053a357d6ba6deea27d3b1a3b6d6d3cffc372baa54b1193a559f5bf2f0395f4,1,-42.2413182928,-37.8781079566,-39.6633859529,4.3632103362,2.57793233984,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,3c46464340feb69776d8112804f63e29c2ca9ae6311527cdadc198159010a77f,0,-67.364358523,-63.0436408613,-73.4822538467,4.32071766169,-6.11789532376,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,f11e769f5bcee8579389e1233fd3ee04b128b3527b8488ff5939b9da52ffef67,1,-39.8254674228,-32.9852925854,-40.4284158013,6.84017483745,-0.602948378417,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,1b77da5623f3ecdbeb195149040a2c259e85e6e2cfb48b9136aab9a31962d1f3,0,-46.3656979459,-44.3528708722,-47.3235239998,2.01282707365,-0.957826053941,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,21cc0cc79b1f03b752e7a9dfc0d0f293c42b1c5fc760ea5e0b08568cec415545,1,-46.4016815863,-40.7922447782,-44.1886431443,5.60943680809,2.21303844193,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,033bc33a660aeb0892cec8bc3cd61917657281822e0fe4d9cb0475edc511aee4,0,-68.687109497,-68.3226243816,-48.3319477655,0.364485115487,20.3551617315,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,deda606ec4921b54b06091a4bc1d17dd61300d7827023e9c41f0991f3d52616a,1,-59.054668811,-52.2764238739,-56.5434385181,6.77824493708,2.51123029292,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,9c8f60533ae623b29d67c77ac0a46a2f592801e4cbfac1835e269898ef0cb19c,0,-55.5247170342,-52.852237071,-49.9698426845,2.6724799632,5.55487434968,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,8234ddffdf525813a952cf48844ad847eb2f77b6218411ba87ca3e43aa6f7315,1,-45.3193885083,-40.9092919306,-43.3994189925,4.41009657772,1.91996951578,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,ea29c9a1c9545b1c8dce728c88e6cdb1f87281ce0ff3a2a3fa2bae0c09aae102,0,-54.9726120881,-54.5034536369,-50.1724315253,0.469158451287,4.80018056285,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,30dd2c3e6bab9ccea1f0e4c3c64e3df360bb98c37cf65ab39f114ed7364920f8,1,-44.3503174431,-42.3905436052,-46.114090437,1.95977383784,-1.76377299391,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,246eaddaa64b611aacb5d2eba1e11bcc2813974e1e5f97a6f3c8062c4c64557a,0,-51.478893428,-53.8127476841,-46.7562411318,-2.33385425614,4.72265229616,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,49845641c7aae228757cfaac267c5c9c295475fef8014eb4d5c4f96669f97092,1,-56.4729464627,-55.8555770611,-54.4855396556,0.617369401589,1.98740680704,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,19391a88f598a0b2eaabec9fd1175799799b06f2b5bf80f43ff7c12103746b6b,0,-53.7401305513,-46.6499207536,-59.541591656,7.09020979768,-5.80146110471,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,41b5d8c0da7371eaca2a6a56f3c11cd4000294f874170e66429ae561a68db1e8,1,-54.7541686045,-48.8375428398,-53.6197048493,5.91662576469,1.13446375512,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,f5cf7895b09340cfc553bc54bbf16faf34dd3a25750f6343c6b62bb0fef775cd,0,-50.7703175966,-45.5420275041,-46.279705739,5.22829009254,4.49061185764,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,117b9b61b363104e45f80c801f4cd0f367a502cdcf9d096e7bce95838619f777,1,-49.1414218569,-52.9567451653,-52.9082532297,-3.81532330844,-3.7668313728,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,f04092b671a363888cadab3783e4f7416a178a0f491b7ad4143a1fcea4c65d78,0,-63.0285966762,-62.1273844438,-61.5356476615,0.901212232385,1.49294901469,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,6a45cdc4ac417ce1e42fdcfc611a153295f79ab58f4db12b8642b1c386e99e39,1,-52.444733392,-44.0750970048,-50.9744510622,8.36963638717,1.47028232974,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,b29ec93d6e86dc36e6fd04823541ff4a21b740c52c6e0079c07428071b5e75c4,0,-65.5625298598,-60.9750258591,-61.739606686,4.58750400077,3.8229231738,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,fd2bd6710d1a476e2b83fba43dc8bb079111a29cefa247a8ccad979a07a2e23e,1,-65.4113148212,-57.7183000298,-60.3183831371,7.69301479136,5.09293168415,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,3c0c12470ad0879282bc9049ecf99d30500740429745b356c5894ef769c53ec7,0,-38.3796167694,-33.68266516,-36.1861339114,4.69695160936,2.19348285804,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,4bfab3151ed637b4a7edcf3b298c4c624596a2ab5bf28a249582e0605ce6d527,1,-65.5394785412,-63.9890866836,-67.2204487079,1.55039185759,-1.68097016673,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,df26ba86efaa55272efe7780e771392d5a60411b172aa137c6f88aa0dda71c7b,0,-39.846338947,-39.4510237925,-36.5238673903,0.39531515458,3.32247155676,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,26b5839a8f364a2c58e2ad17ae1280cc2349d9e7dd18901ac87d80da1176aa1f,1,-40.4511139373,-32.9348692758,-36.6221505633,7.51624466146,3.82896337402,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,03e811be669a5f19b6c5585ce6157bf8220fa7dd269ec91642fb606f08d69e1e,0,-47.606904381,-43.2194265023,-42.2255146832,4.38747787873,5.38138969786,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,58df4913fb27d39c68ad3abb671b4b24a5ec7da463aeec43a3a659960b5b6b73,1,-56.135230254,-57.4579619391,-57.3172135216,-1.32273168517,-1.18198326763,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,0140e0dc24781d54b08c20d4c7a721d1b9ef5027420159563dc9bf953b74253f,0,-57.339169045,-52.9074925406,-51.4375993432,4.43167650434,5.90156970178,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,3d1ea39e38c8902d7bba4c6e17483914770ac5ccdede9669ded93176f403cef1,1,-47.2792242699,-49.8614789093,-50.3014764505,-2.58225463937,-3.02225218064,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,77a4df2594025db96ddbe8f3f5513f2c0f7822ffb78a6b35c6b5cde247a64600,0,-56.7571275075,-55.9941813013,-55.4305589104,0.76294620619,1.32656859709,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,aa42f20fe72a1e94c98cc389b960aefda9c7d2a20dcff62244a95988438494bc,1,-31.3264810109,-30.124013744,-33.8839859994,1.20246726693,-2.55750498847,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,5d84ac9d5a69bf3dcb12dacf85e8c59ef9e0a3fb20f5eab0b45d3eb577e2dad5,0,-33.9191537688,-40.1155051138,-42.0466506846,-6.19635134496,-8.12749691582,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,03cc6d25e8a78dd0acd306af681de96447a4ce54b60916b43ed403858bea8a3c,1,-55.577617263,-56.0072401006,-57.4790998081,-0.429622837558,-1.90148254504,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,0bde00b999a5e1d27301de89172e2f1ef4cdc1dc45653847d1d70bc87073e698,0,-61.0338457532,-56.6859186393,-56.9573009882,4.34792711391,4.07654476503,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,b83b33cb9cab3e1dbcf3bb58ffb5c941dc4447fc820dd659347b6d3761a64af7,1,-49.4880796673,-49.842977509,-50.0121855174,-0.354897841642,-0.524105850111,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,d83b07d2e79e91b27e4e06d790e0219ecfa2546a19b6e8426eb0f3f3161bdf69,0,-70.5142773011,-69.3125074678,-69.7101674139,1.20176983327,0.804109887209,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,4cb433ef7f5558d4d83bd0b73496219119490952ea4f836898cf579817e78b1e,1,-49.9480251436,-49.4319892061,-53.4729101174,0.51603593744,-3.52488497382,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,bc1e84dbbc76f5f58422e9a123c303ac5750b30c235681ed224a14a2b5bc87a0,0,-34.0115848837,-33.799971141,-31.9496907729,0.211613742731,2.06189411085,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,a5362f5afb2e79b336b31c1431b2b1de6ee3291a6f7e07f8dc85f28d4a09ad91,1,-66.6922680872,-68.6356586443,-71.000143168,-1.94339055707,-4.30787508079,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,278f8e1e6500d18f5d1d2fdd1b2aff0ee082c2579ec675207130298200edb6de,0,-27.8116392078,-22.5588802333,-20.8339593186,5.25275897449,6.97767988923,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,3a8278d695e3c19879f8d8cf7e7ffe30e5b5ca1550d9783d95d9564a154360de,1,-39.9701572706,-36.4099301013,-40.6915310997,3.56022716934,-0.721373829117,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,958346a403d601b388ddb8954518a79c3a9292fa0eafd030a4c620ade6a65d87,0,-55.528214533,-49.7098934764,-47.0651140771,5.81832105659,8.46310045581,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,f1be76efbf7cbbc32fdd9729921250457b2df81174aadcdde4c92ec06c6a87da,1,-38.2524471496,-36.5901198669,-38.3517497796,1.66232728268,-0.099302629989,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,dadb8ea9cdb9b8e79cd92b12c46daeb953ff90101329b5cb811254ed458163ab,0,-42.2931109197,-34.6767333692,-37.2427912168,7.61637755046,5.05031970283,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,d64f8147bcda04835ca9b0d23962166cbc7f60c286f420c4462e06abd0600d4f,1,-50.7497609516,-45.2204444428,-51.3406398765,5.52931650886,-0.59087892492,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,d5ee53427745430d8b3d4e2f0a714927ec5095ce543dc0f8c4ee84c693f9ea77,0,-56.9220035175,-53.528285483,-53.9784492684,3.39371803447,2.94355424913,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,a96ecc6faaef301f3f22345d80ce35d4f86985c06df4c822c80d4a73185f7e46,1,-53.4314924624,-51.6126277464,-51.1458619839,1.81886471599,2.28563047845,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,df12b69501335c66190d782a5181086b62ccac48190142ff897a7b0fa1ccae9a,0,-52.2313835478,-53.6052697362,-55.6058972773,-1.37388618844,-3.37451372953,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,38ccfa17371775d2d787f93895783c165622b255f1840e93a66a94f913f4cc07,1,-48.3485290098,-41.4277625146,-46.6696981111,6.92076649515,1.67883089863,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,95f94bb4202b1df7a9f599b0f96c7d0f280708f6443b7c3360f975b874b9f3ab,0,-56.5287850013,-50.7657463689,-48.4538859023,5.76303863239,8.07489909895,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,760f5ef6ba73cd5038640c99db762d999fec8901b5a74ef62aed1f7d36858443,1,-61.8632656373,-60.95025638,-62.2660830014,0.91300925735,-0.402817364082,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,9fea237703424b784a9640b97a6d4e01f91317e41cb720ae0ee74b085707b420,0,-39.6294017618,-40.3265616024,-41.3014332713,-0.697159840574,-1.67203150948,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,0c054003abc187ce1089b079a7a98a2d84334633b9dd0ec48f93e97ff29ec731,1,-50.3388713067,-45.9675775115,-46.8134690513,4.37129379519,3.52540225548,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,f5f1032a410fd353aef962ffde27765dda941000a88944e9ec29184c4972b83b,0,-46.087669466,-36.7738843,-39.1387469131,9.31378516604,6.94892255289,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,07511f4ea2e8b97d8204d207124cef81f1090ae0a18da3aee97ad355a50eab26,1,-32.9252289145,-31.0861732268,-31.9851540146,1.8390556877,0.940074899938,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,f0c4d4e052c7f513e216589cb0540a801f3b3dda968d0d5b16ae964e34065498,0,-56.6428472309,-57.1976113505,-52.0150609944,-0.554764119616,4.62778623646,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,18f15cb236b3e4637a51e35f40945362f075c2d86c1a1c97b1620b490ac01a43,1,-32.9730608552,-27.6780427708,-36.0177812753,5.29501808443,-3.04472042011,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,1e0b160215bb0332f374c360cdcc6520f39c40e50250b342d7b7bcf43016720c,0,-46.8314531782,-41.3095625844,-42.8516823503,5.52189059381,3.97977082789,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,59c4303e5d05973638b4eab05e49c050105052da947d26841323a2eb5c959190,1,-50.0395997903,-47.8718463543,-57.6300995689,2.16775343601,-7.59049977862,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,ea6439ad0e582527e20823df9606e9fbfe27515140c5715551e90c64deb09f35,0,-51.5600862749,-52.6125587283,-54.6615176848,-1.05247245338,-3.10143140997,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,8ea3d32748f6e0127e8a9a0f9305a0bedb64771ac4216fb18a00082f5defc50c,1,-45.4241245069,-39.3197387588,-46.7589629381,6.10438574808,-1.33483843125,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,b439fcd1cb59d20c316be9bd03c6667b08629fa2430d0188a588bb1ef128c7aa,0,-62.201469139,-59.5527436856,-60.5204083351,2.64872545344,1.68106080386,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,79953670e8b7e0c577fda3dfeaa9f5276cff59af259c857737918d0b47c582ea,1,-49.7172058486,-45.4397107263,-50.6634368376,4.27749512237,-0.946230988949,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,a377699ae0dd5da15cb2141015f07d691bb7477ca62d9f0a32b8ba31168d3338,0,-66.4734002582,-60.7761484992,-61.0919384951,5.69725175903,5.3814617631,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,d95c798046b347f564597f82abc719decfc47c9dadff604a50dfce11a258d3ab,1,-47.3028052241,-47.7505092951,-46.3863119436,-0.447704071025,0.91649328053,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,81cb0657b45716d71b3ad02329df603c25febcf6b77b15a3c00b5c2c08dee25f,0,-38.621572709,-37.3971759426,-35.2965112703,1.22439676642,3.32506143873,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,c662c3d670cc2b69bf020ada4e7565dc505220b8334561a4e55b268d17d6b08f,1,-69.4779940836,-64.399774092,-66.3494203451,5.0782199916,3.12857373845,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,df6b91303d5b519258ee857722f253ab12e770f39774437cacebff7eacacaaf7,0,-50.1751167285,-48.1954403361,-47.3750267093,1.97967639243,2.80009001916,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,89c8532bdc6fdcf228c8c2639586271b738488405cd07452a531f7bd687de49c,1,-48.8691210189,-42.3490694945,-47.7244905067,6.52005152436,1.14463051215,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,a2c40976bd73e245d333cb887ed3e7a122e4af9905f328b932f0d14dcd6c0597,0,-45.8139624227,-43.9321393797,-45.8905347083,1.88182304295,-0.0765722856592,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,75fa7d2a99e9646a8b4ed4a5456e13158fa7527f6503f4225e2a78c235752d64,1,-39.2614688209,-33.8535921161,-37.2836107913,5.4078767048,1.97785802969,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,b96da1e22d2f96d6a5350f108c5a7e7a631a61d01e7fc2ec4f920a15e85c04b7,0,-57.890122732,-57.3878572635,-56.9145024767,0.502265468448,0.975620255272,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,0bb043e8196c23e941ceb4b569b4d973028bf7bf14df3f1766f440119e51c8d4,1,-55.4383902475,-55.9685331243,-56.8909411154,-0.530142876803,-1.45255086785,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,f5e9d272c62f354e4d87070bd459eb9d9208718c9d4789d7e2c37206647543d8,0,-58.4459490835,-54.6198351927,-55.4198325589,3.82611389083,3.02611652462,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,7639f45045bf475f5d489d8556c21b1412719f5429e816d42fc920048ad3be05,1,-45.6330628837,-36.2371666696,-39.4443131547,9.39589621407,6.18874972896,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,c7db42dbeb44c31e6e0bcd5ecd8deed37726a77aa10455792f5e4b6a1c8b6355,0,-49.3917757458,-47.6443082477,-50.4188352146,1.7474674981,-1.02705946874,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,618d47cf18f6c4e72d3498f02d477600668da91656d6fcfadc7d2a94af5cdb10,1,-27.4698218092,-25.6149872646,-27.0670344398,1.85483454457,0.402787369346,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,141b0149d8093e1621fdfac60381806cfcf35ecd812de43ee6c9e6f661bbe6b0,0,-54.8581469129,-56.1858758867,-54.4490252547,-1.32772897389,0.409121658177,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,c4654a35fdc41b02a89565c24bc71a90616f1e638cd6c097a3a8df10c56bf5a8,1,-54.6491854815,-53.4784150246,-54.424217414,1.17077045697,0.224968067488,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,21b2843a96d26580af249f6c5951062f8b013d48dc0e91536b9da9506743c9c1,0,-58.3931658137,-52.0986520476,-55.7952622084,6.29451376609,2.59790360527,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,092d5f122c9a31c630b2533aa4739ccf138646ec42d8a9319933c1ee748d761d,1,-37.1686818532,-34.3678558662,-36.6369338339,2.80082598698,0.531748019278,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,7404bb87c34abc07749369ef414a26432753bcf93b8b137cc6051612f02d9b97,0,-70.1031760103,-64.2255066481,-68.4889402363,5.8776693622,1.61423577399,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,5447aa6aef5caa492b10e6a276ab1b85d364f16e4a5ab4b798d599942a5bcaf3,1,-47.6220739234,-46.3450620425,-48.3058238375,1.27701188093,-0.683749914117,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,55c0037d9e6d9685338393f5af344c8389f4dceee462be976ba7bfd5b78806e4,0,-43.6267133181,-41.944589376,-39.5099443724,1.68212394212,4.11676894565,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,15b36b2a63a09a06c41ca2f9a109f982638212c7464ea20958430685bea3b4ac,1,-62.4196979952,-61.7386726308,-61.3024575924,0.681025364437,1.11724040282,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
7,4491642a6696583433e6850d1f68780e24e79e40a188912cd6a62cfdf748f81a,0,-41.5279379667,-40.5434737169,-40.5596078722,0.984464249775,0.968330094482,0.2,sentence-transformers/all-MiniLM-L6-v2,0.0,,ablation/WikiMIA/WikiMIA_length32/pythia-6.9b/7
